index,User,Card,Use Chip
82370,1207,0,0
82372,1207,0,0
82378,1207,0,0
82379,1207,0,0
82386,1207,0,0
82388,1207,0,0
82389,1207,0,0
82391,1207,0,0
82396,1207,0,0
84420,1207,1,2
84421,1207,1,2
107571,1210,1,1
107572,1210,1,1
111403,1210,2,1
111404,1210,2,1
111405,1210,2,1
111406,1210,2,1
111407,1210,2,1
111408,1210,2,1
111410,1210,2,1
111411,1210,2,1
111412,1210,2,1
111413,1210,2,1
111414,1210,2,1
119312,1211,2,0
119313,1211,2,1
119314,1211,2,0
119489,1211,2,0
119490,1211,2,0
119492,1211,2,0
119494,1211,2,0
119495,1211,2,0
119496,1211,2,0
119497,1211,2,0
119498,1211,2,0
119499,1211,2,0
119708,1211,3,2
119709,1211,3,2
119710,1211,3,2
119713,1211,3,2
119714,1211,3,2
119715,1211,3,2
119716,1211,3,2
119721,1211,3,2
119725,1211,3,2
119727,1211,3,2
119728,1211,3,2
119729,1211,3,2
121414,1211,3,1
121415,1211,3,1
121416,1211,3,1
121417,1211,3,0
121418,1211,3,1
121419,1211,3,1
121420,1211,3,1
122510,1211,4,1
122511,1211,4,2
122512,1211,4,1
122513,1211,4,2
122514,1211,4,1
122515,1211,4,1
122516,1211,4,1
122517,1211,4,1
122518,1211,4,1
122519,1211,4,1
122520,1211,4,1
122521,1211,4,1
122522,1211,4,1
122523,1211,4,2
122524,1211,4,1
122782,1211,4,0
122783,1211,4,0
122784,1211,4,0
122785,1211,4,1
123969,1211,5,1
123970,1211,5,1
123971,1211,5,1
123972,1211,5,1
123973,1211,5,2
125376,1211,5,1
125377,1211,5,1
125379,1211,5,1
125380,1211,5,1
125381,1211,5,1
125382,1211,5,1
125383,1211,5,1
125384,1211,5,1
125385,1211,5,1
125386,1211,5,1
125387,1211,5,1
125388,1211,5,1
129249,1212,0,1
129250,1212,0,2
132833,1212,3,1
132834,1212,3,1
132835,1212,3,1
132837,1212,3,1
132838,1212,3,1
133217,1212,3,0
133218,1212,3,0
133219,1212,3,0
133230,1212,3,0
133231,1212,3,0
133232,1212,3,0
133233,1212,3,0
133237,1212,3,0
133239,1212,3,0
133244,1212,3,0
135003,1212,4,2
135004,1212,4,2
135006,1212,4,2
136041,1212,4,1
136042,1212,4,1
136044,1212,4,1
136045,1212,4,1
137968,1212,4,1
139879,1212,5,2
139880,1212,5,1
139881,1212,5,1
139882,1212,5,1
139883,1212,5,1
139884,1212,5,1
139885,1212,5,1
139886,1212,5,2
139887,1212,5,1
141252,1212,5,2
141253,1212,5,2
141254,1212,5,2
141255,1212,5,2
141256,1212,5,2
146942,1213,1,1
146943,1213,1,1
146944,1213,1,1
146945,1213,1,1
146946,1213,1,1
146947,1213,1,1
146949,1213,1,1
146950,1213,1,1
152763,1215,1,1
152764,1215,1,1
152765,1215,1,2
152766,1215,1,1
152767,1215,1,1
152768,1215,1,1
152769,1215,1,2
152770,1215,1,1
152771,1215,1,1
152772,1215,1,1
152773,1215,1,1
152775,1215,1,1
152776,1215,1,1
152777,1215,1,1
153032,1215,1,1
153033,1215,1,1
153034,1215,1,1
153035,1215,1,1
153036,1215,1,1
153037,1215,1,1
153038,1215,1,2
153039,1215,1,1
153040,1215,1,1
153041,1215,1,1
153043,1215,1,1
153044,1215,1,1
157041,1215,3,0
157042,1215,3,0
157044,1215,3,0
157045,1215,3,0
157046,1215,3,0
157051,1215,3,0
158660,1215,4,1
161199,1216,1,1
161200,1216,1,1
161202,1216,1,0
184970,1218,1,1
184972,1218,1,1
201115,1219,1,1
201116,1219,1,1
201117,1219,1,1
221916,1220,3,1
221917,1220,3,1
221921,1220,3,1
221922,1220,3,1
221926,1220,3,1
221935,1220,3,1
223981,1220,3,1
223982,1220,3,1
223983,1220,3,1
223984,1220,3,1
226111,1220,4,1
237557,1221,3,2
237558,1221,3,1
238303,1221,3,1
248217,1222,1,2
248219,1222,1,2
248220,1222,1,2
248221,1222,1,2
248222,1222,1,2
248223,1222,1,2
248225,1222,1,2
248226,1222,1,2
248243,1222,1,2
248244,1222,1,2
249904,1222,1,2
249906,1222,1,1
249907,1222,1,2
259382,1222,2,1
259383,1222,2,1
259384,1222,2,2
266023,1223,1,1
266024,1223,1,1
266025,1223,1,1
266026,1223,1,1
266027,1223,1,1
266029,1223,1,1
266032,1223,1,1
266033,1223,1,1
268491,1223,2,2
268830,1223,2,2
272556,1223,2,1
272557,1223,2,2
272558,1223,2,1
272559,1223,2,2
272560,1223,2,1
283231,1223,2,0
283232,1223,2,0
283233,1223,2,0
283234,1223,2,0
283235,1223,2,0
283243,1223,2,0
283248,1223,2,0
283251,1223,2,0
283252,1223,2,0
283253,1223,2,0
283264,1223,2,0
292385,1224,1,1
292386,1224,1,1
292387,1224,1,2
292388,1224,1,1
292396,1224,1,1
292398,1224,1,1
292399,1224,1,1
292400,1224,1,1
292401,1224,1,1
292404,1224,1,1
292405,1224,1,1
292406,1224,1,1
292407,1224,1,2
292411,1224,1,1
292412,1224,1,1
292414,1224,1,1
292415,1224,1,2
292417,1224,1,1
300972,1224,2,2
300973,1224,2,1
300974,1224,2,1
300975,1224,2,1
300976,1224,2,1
319017,1225,1,1
319023,1225,1,2
319024,1225,1,2
319035,1225,1,1
319036,1225,1,1
319037,1225,1,2
323150,1225,1,1
323151,1225,1,1
323152,1225,1,1
323153,1225,1,1
330265,1226,0,1
330268,1226,0,1
330270,1226,0,1
330273,1226,0,1
330274,1226,0,1
330276,1226,0,1
330277,1226,0,1
330278,1226,0,2
330279,1226,0,1
333124,1226,0,1
333125,1226,0,1
333126,1226,0,1
333127,1226,0,1
333128,1226,0,2
333129,1226,0,1
333131,1226,0,1
346253,1227,2,0
346259,1227,2,0
346262,1227,2,0
346267,1227,2,0
346268,1227,2,0
346274,1227,2,0
346283,1227,2,0
359831,1227,3,2
359832,1227,3,1
359835,1227,3,2
376695,1228,3,2
376696,1228,3,1
376697,1228,3,1
376698,1228,3,1
381120,1228,3,2
381124,1228,3,2
381127,1228,3,2
381134,1228,3,1
381135,1228,3,1
381136,1228,3,1
381138,1228,3,1
381139,1228,3,1
385995,1228,3,1
385996,1228,3,2
385997,1228,3,0
385998,1228,3,1
385999,1228,3,1
386000,1228,3,1
386001,1228,3,1
386271,1228,3,0
386272,1228,3,1
386274,1228,3,1
386275,1228,3,1
386276,1228,3,1
386277,1228,3,1
386279,1228,3,1
386280,1228,3,1
386281,1228,3,0
386282,1228,3,1
399853,1230,0,2
399855,1230,0,1
399856,1230,0,1
399857,1230,0,0
403093,1231,1,0
403097,1231,1,0
403101,1231,1,0
403102,1231,1,0
403104,1231,1,0
403106,1231,1,0
403107,1231,1,0
403108,1231,1,0
403109,1231,1,0
403110,1231,1,0
403111,1231,1,0
412686,1231,4,1
412687,1231,4,1
412690,1231,4,1
412692,1231,4,2
412693,1231,4,1
412694,1231,4,1
428082,1234,1,2
428084,1234,1,2
428085,1234,1,2
428086,1234,1,2
428087,1234,1,2
428088,1234,1,2
428089,1234,1,2
428090,1234,1,2
428096,1234,1,2
428097,1234,1,2
428102,1234,1,2
428103,1234,1,2
428106,1234,1,2
428114,1234,1,2
428115,1234,1,2
428116,1234,1,2
428118,1234,1,2
430769,1234,1,1
430770,1234,1,1
430772,1234,1,2
433717,1234,2,1
435339,1234,3,2
435341,1234,3,2
435344,1234,3,2
435350,1234,3,2
435351,1234,3,2
435358,1234,3,2
445395,1234,3,0
445399,1234,3,0
445400,1234,3,0
445402,1234,3,0
445404,1234,3,0
445405,1234,3,0
445411,1234,3,0
445414,1234,3,0
445415,1234,3,0
447083,1235,0,1
447084,1235,0,2
447085,1235,0,1
447086,1235,0,1
447595,1235,0,1
447596,1235,0,2
447603,1235,0,1
447608,1235,0,1
447609,1235,0,1
447631,1235,0,1
447638,1235,0,1
450385,1235,0,1
450386,1235,0,2
450387,1235,0,1
450388,1235,0,1
450389,1235,0,1
450390,1235,0,1
450391,1235,0,1
450392,1235,0,1
450393,1235,0,1
452345,1235,0,1
452346,1235,0,1
452347,1235,0,1
452348,1235,0,0
452350,1235,0,1
453577,1235,0,1
453592,1235,0,1
453595,1235,0,1
453596,1235,0,1
453597,1235,0,2
453598,1235,0,1
453599,1235,0,1
453606,1235,0,1
453607,1235,0,1
459176,1236,1,2
459177,1236,1,2
459189,1236,1,2
459190,1236,1,2
459193,1236,1,2
467101,1236,1,2
467108,1236,1,2
487041,1236,2,1
487044,1236,2,1
487046,1236,2,1
487048,1236,2,1
487053,1236,2,1
487599,1236,2,1
491870,1236,2,0
491895,1236,2,0
491896,1236,2,0
491906,1236,2,0
494464,1236,5,2
494465,1236,5,1
494466,1236,5,1
494467,1236,5,1
494468,1236,5,1
494472,1236,5,1
494473,1236,5,1
494474,1236,5,1
494482,1236,5,1
494483,1236,5,1
501875,1237,0,0
501880,1237,0,0
501881,1237,0,0
501884,1237,0,0
501885,1237,0,0
501896,1237,0,0
501898,1237,0,0
501900,1237,0,0
518319,1237,1,1
518321,1237,1,1
518323,1237,1,1
518324,1237,1,1
518338,1237,1,1
518339,1237,1,1
518346,1237,1,1
518347,1237,1,1
529888,1238,0,1
529889,1238,0,1
529890,1238,0,1
552861,1241,0,2
552862,1241,0,1
552863,1241,0,1
552865,1241,0,1
552866,1241,0,2
553679,1241,0,2
553680,1241,0,1
553681,1241,0,1
553682,1241,0,1
553683,1241,0,1
553684,1241,0,1
553685,1241,0,1
553686,1241,0,1
553690,1241,0,1
553691,1241,0,1
553692,1241,0,1
554300,1241,0,2
554301,1241,0,2
554303,1241,0,2
554304,1241,0,2
554305,1241,0,2
554306,1241,0,2
554307,1241,0,1
554470,1241,0,1
554471,1241,0,1
554472,1241,0,2
555026,1241,0,1
555027,1241,0,1
555028,1241,0,1
555029,1241,0,1
559772,1241,3,1
559773,1241,3,1
568823,1242,3,1
568824,1242,3,1
568825,1242,3,1
568826,1242,3,1
568827,1242,3,1
569095,1242,3,0
569096,1242,3,0
569097,1242,3,0
569098,1242,3,0
569099,1242,3,0
569100,1242,3,0
569101,1242,3,0
569103,1242,3,0
569104,1242,3,0
569106,1242,3,0
569107,1242,3,0
569531,1242,4,1
569532,1242,4,1
569533,1242,4,1
569884,1242,4,0
569885,1242,4,0
569888,1242,4,0
569889,1242,4,0
569890,1242,4,0
569891,1242,4,0
569892,1242,4,0
569894,1242,4,0
569895,1242,4,0
569896,1242,4,0
588419,1245,2,1
588420,1245,2,1
588421,1245,2,1
588422,1245,2,1
588423,1245,2,0
588424,1245,2,1
588425,1245,2,1
588542,1245,2,1
588543,1245,2,1
588544,1245,2,1
588545,1245,2,1
588671,1245,2,1
588672,1245,2,1
588673,1245,2,1
590731,1245,3,1
590734,1245,3,1
590735,1245,3,1
590736,1245,3,1
590740,1245,3,1
613880,1247,0,1
613881,1247,0,1
613882,1247,0,1
613883,1247,0,2
613884,1247,0,1
613885,1247,0,1
613886,1247,0,1
613887,1247,0,1
613891,1247,0,1
613892,1247,0,1
613894,1247,0,1
613895,1247,0,1
613896,1247,0,1
613899,1247,0,1
613900,1247,0,1
624175,1247,2,1
624176,1247,2,1
624177,1247,2,1
624180,1247,2,1
624181,1247,2,1
624182,1247,2,1
624183,1247,2,1
624184,1247,2,1
624185,1247,2,1
624186,1247,2,1
624187,1247,2,1
624188,1247,2,1
624189,1247,2,1
624190,1247,2,1
624191,1247,2,1
624192,1247,2,1
624783,1247,2,1
625053,1247,2,1
625054,1247,2,1
625058,1247,2,1
625059,1247,2,1
628273,1248,0,1
628274,1248,0,1
628276,1248,0,1
628277,1248,0,1
628278,1248,0,1
628279,1248,0,2
628280,1248,0,1
628281,1248,0,1
628282,1248,0,1
628283,1248,0,1
628289,1248,0,1
628290,1248,0,1
628291,1248,0,1
628292,1248,0,1
628507,1248,0,1
628508,1248,0,1
628509,1248,0,2
628510,1248,0,1
628511,1248,0,1
628512,1248,0,1
630441,1248,0,1
630442,1248,0,1
630443,1248,0,1
630444,1248,0,2
630445,1248,0,1
630446,1248,0,1
630448,1248,0,1
630450,1248,0,1
630451,1248,0,1
630452,1248,0,2
635438,1248,1,1
635439,1248,1,2
635440,1248,1,1
635441,1248,1,1
635444,1248,1,1
635445,1248,1,2
635448,1248,1,1
635449,1248,1,1
635450,1248,1,1
635451,1248,1,2
635452,1248,1,1
635453,1248,1,1
635454,1248,1,1
635455,1248,1,1
635456,1248,1,1
635458,1248,1,2
635459,1248,1,1
637948,1248,1,2
637949,1248,1,1
637951,1248,1,1
639714,1248,2,1
639715,1248,2,1
639717,1248,2,1
639718,1248,2,1
639719,1248,2,1
639721,1248,2,1
639723,1248,2,1
639724,1248,2,1
639743,1248,2,2
645127,1248,3,1
645128,1248,3,2
645129,1248,3,1
645130,1248,3,1
645131,1248,3,1
645132,1248,3,1
645133,1248,3,1
645137,1248,3,1
645138,1248,3,1
645141,1248,3,1
645142,1248,3,1
645445,1248,3,2
645446,1248,3,2
645447,1248,3,2
645454,1248,3,2
645458,1248,3,2
645459,1248,3,2
645463,1248,3,2
645467,1248,3,2
645468,1248,3,2
669568,1249,0,1
669569,1249,0,1
671517,1249,0,0
671520,1249,0,0
671521,1249,0,0
671540,1249,0,0
671541,1249,0,0
671542,1249,0,0
671548,1249,0,0
671556,1249,0,0
671557,1249,0,0
671558,1249,0,0
671559,1249,0,0
671560,1249,0,0
671575,1249,0,0
684969,1249,2,1
684970,1249,2,1
684974,1249,2,1
684975,1249,2,1
684976,1249,2,1
684977,1249,2,1
710233,1249,3,0
710250,1249,3,0
710263,1249,3,0
710271,1249,3,0
710272,1249,3,0
710316,1249,3,0
710317,1249,3,0
710318,1249,3,0
710319,1249,3,0
710320,1249,3,0
710322,1249,3,0
710323,1249,3,0
710325,1249,3,0
712103,1250,0,2
718464,1250,1,1
718465,1250,1,1
718466,1250,1,1
718467,1250,1,1
718468,1250,1,1
718469,1250,1,1
718470,1250,1,1
718473,1250,1,1
718474,1250,1,1
725062,1250,4,1
725063,1250,4,2
725065,1250,4,2
725066,1250,4,1
732935,1251,1,0
732936,1251,1,0
732939,1251,1,0
732940,1251,1,0
732946,1251,1,0
732952,1251,1,0
732953,1251,1,0
732958,1251,1,0
739406,1252,3,1
739407,1252,3,1
739408,1252,3,1
739410,1252,3,1
742696,1252,3,0
744774,1253,0,1
744775,1253,0,1
744776,1253,0,1
744777,1253,0,0
744778,1253,0,1
744799,1253,0,1
744800,1253,0,2
744801,1253,0,1
744802,1253,0,1
744804,1253,0,1
746041,1253,1,1
746042,1253,1,1
746043,1253,1,1
746084,1253,1,1
746085,1253,1,1
749016,1254,0,1
749017,1254,0,1
749018,1254,0,1
749019,1254,0,1
749027,1254,0,1
749028,1254,0,1
751867,1254,1,2
751869,1254,1,0
751870,1254,1,1
751871,1254,1,1
751984,1254,1,1
751985,1254,1,1
751986,1254,1,1
753299,1254,2,1
753300,1254,2,1
753301,1254,2,1
754657,1254,2,2
754659,1254,2,1
754660,1254,2,2
754661,1254,2,1
754666,1254,2,1
754667,1254,2,1
754668,1254,2,2
758411,1254,5,2
758412,1254,5,1
758414,1254,5,1
758415,1254,5,1
758419,1254,5,2
758420,1254,5,2
758421,1254,5,1
770602,1255,0,1
770603,1255,0,1
770607,1255,0,1
770610,1255,0,1
770612,1255,0,1
770613,1255,0,2
770615,1255,0,1
770616,1255,0,2
770617,1255,0,1
770618,1255,0,1
770626,1255,0,1
770627,1255,0,2
770634,1255,0,1
770635,1255,0,1
770637,1255,0,1
797739,1258,2,1
797740,1258,2,1
797742,1258,2,2
797743,1258,2,1
797745,1258,2,1
797746,1258,2,1
797747,1258,2,1
797748,1258,2,1
797750,1258,2,2
803107,1258,3,1
803108,1258,3,0
803651,1258,3,0
803652,1258,3,0
803654,1258,3,0
803655,1258,3,0
803656,1258,3,0
803659,1258,3,0
803660,1258,3,0
803744,1258,3,0
803745,1258,3,0
803747,1258,3,0
803748,1258,3,0
803749,1258,3,0
803750,1258,3,0
803751,1258,3,0
819168,1260,2,0
819172,1260,2,0
819173,1260,2,0
819188,1260,2,0
819189,1260,2,0
819190,1260,2,0
819197,1260,2,0
819203,1260,2,0
819210,1260,2,0
819211,1260,2,0
819213,1260,2,0
860370,1262,0,1
860372,1262,0,1
860373,1262,0,2
860374,1262,0,2
860375,1262,0,2
860378,1262,0,1
875572,1263,0,0
875573,1263,0,1
875574,1263,0,1
878422,1263,2,0
886713,1263,4,0
886714,1263,4,1
886716,1263,4,1
894221,1264,0,2
894222,1264,0,2
894223,1264,0,2
894227,1264,0,2
894228,1264,0,2
894229,1264,0,2
894230,1264,0,2
894231,1264,0,2
894232,1264,0,2
897697,1266,0,1
897698,1266,0,0
897699,1266,0,1
897700,1266,0,0
901908,1266,4,1
901909,1266,4,1
901910,1266,4,1
901911,1266,4,1
904633,1266,5,2
904636,1266,5,1
904637,1266,5,1
904644,1266,5,1
904654,1266,5,1
904655,1266,5,1
904661,1266,5,1
904667,1266,5,1
909423,1266,5,2
909424,1266,5,2
909429,1266,5,1
910559,1266,5,2
910560,1266,5,2
910561,1266,5,1
910564,1266,5,1
910565,1266,5,1
936998,1267,3,1
937000,1267,3,2
937001,1267,3,1
937004,1267,3,1
937005,1267,3,1
942060,1268,0,1
942061,1268,0,1
942062,1268,0,1
942063,1268,0,2
942065,1268,0,1
942066,1268,0,1
942067,1268,0,2
942068,1268,0,2
946068,1269,0,1
946070,1269,0,1
946071,1269,0,1
946072,1269,0,1
946073,1269,0,1
946074,1269,0,1
946075,1269,0,1
946076,1269,0,1
946086,1269,0,1
946087,1269,0,1
953408,1270,0,2
953409,1270,0,1
953410,1270,0,1
953411,1270,0,1
953412,1270,0,1
953413,1270,0,1
953414,1270,0,2
972282,1270,3,1
972283,1270,3,1
972284,1270,3,1
974047,1271,0,1
974054,1271,0,0
986738,1271,1,1
986739,1271,1,1
986740,1271,1,1
986741,1271,1,2
990418,1271,1,1
990422,1271,1,2
990423,1271,1,1
990425,1271,1,1
990426,1271,1,2
990427,1271,1,1
990428,1271,1,1
990429,1271,1,1
990430,1271,1,1
990431,1271,1,2
991767,1271,1,1
991768,1271,1,1
991769,1271,1,1
991770,1271,1,1
991771,1271,1,1
991773,1271,1,2
991774,1271,1,1
991791,1271,1,1
991792,1271,1,1
991907,1271,1,1
991908,1271,1,2
991909,1271,1,1
991910,1271,1,2
991912,1271,1,1
991913,1271,1,1
991915,1271,1,1
991916,1271,1,1
991917,1271,1,1
991918,1271,1,1
991919,1271,1,1
996849,1271,2,1
996850,1271,2,1
996851,1271,2,1
996852,1271,2,1
996853,1271,2,1
996854,1271,2,1
996858,1271,2,1
996859,1271,2,1
1011641,1271,4,0
1011642,1271,4,0
1011643,1271,4,0
1011645,1271,4,0
1011652,1271,4,0
1011653,1271,4,0
1011654,1271,4,0
1011655,1271,4,0
1011656,1271,4,0
1011657,1271,4,0
1011658,1271,4,0
1011659,1271,4,0
1011663,1271,4,0
1016838,1272,0,1
1016839,1272,0,2
1016843,1272,0,1
1016844,1272,0,1
1016846,1272,0,1
1016847,1272,0,1
1016853,1272,0,1
1016854,1272,0,1
1016856,1272,0,2
1017742,1272,0,1
1017743,1272,0,1
1017744,1272,0,1
1017745,1272,0,0
1017746,1272,0,1
1017747,1272,0,1
1017749,1272,0,1
1017751,1272,0,1
1017754,1272,0,1
1017755,1272,0,1
1017765,1272,0,1
1017766,1272,0,1
1018238,1272,0,1
1018239,1272,0,1
1018240,1272,0,1
1018241,1272,0,1
1020336,1272,0,1
1020339,1272,0,1
1020340,1272,0,1
1020341,1272,0,1
1020345,1272,0,1
1036394,1272,2,1
1046977,1273,0,1
1046978,1273,0,1
1046979,1273,0,1
1046980,1273,0,2
1060561,1274,0,1
1060562,1274,0,1
1060563,1274,0,1
1060575,1274,0,1
1060576,1274,0,1
1060583,1274,0,1
1060584,1274,0,1
1060585,1274,0,1
1072873,1274,0,1
1072874,1274,0,1
1072875,1274,0,1
1075946,1274,0,0
1080738,1275,2,1
1080739,1275,2,1
1080740,1275,2,1
1080741,1275,2,1
1080752,1275,2,1
1080753,1275,2,1
1094691,1275,3,2
1094695,1275,3,2
1094704,1275,3,2
1094710,1275,3,2
1094711,1275,3,2
1094714,1275,3,2
1094715,1275,3,2
1094723,1275,3,2
1094725,1275,3,2
1094726,1275,3,2
1100110,1277,0,1
1100111,1277,0,1
1103385,1278,0,0
1103386,1278,0,0
1103387,1278,0,0
1103388,1278,0,0
1103389,1278,0,0
1103392,1278,0,0
1103393,1278,0,0
1103394,1278,0,0
1103395,1278,0,0
1103396,1278,0,0
1104501,1278,2,1
1104503,1278,2,2
1104504,1278,2,1
1104505,1278,2,1
1104506,1278,2,2
1104507,1278,2,1
1104508,1278,2,1
1104509,1278,2,1
1104510,1278,2,1
1104512,1278,2,1
1104513,1278,2,1
1104514,1278,2,2
1104515,1278,2,2
1104516,1278,2,1
1105107,1278,2,1
1105108,1278,2,1
1105110,1278,2,1
1105111,1278,2,1
1105112,1278,2,1
1105113,1278,2,1
1105115,1278,2,2
1105116,1278,2,1
1105118,1278,2,0
1105119,1278,2,1
1105120,1278,2,1
1105121,1278,2,1
1105349,1278,2,1
1105352,1278,2,1
1105353,1278,2,1
1105354,1278,2,1
1105355,1278,2,2
1105356,1278,2,1
1105357,1278,2,1
1116472,1278,3,2
1116473,1278,3,1
1116474,1278,3,1
1116475,1278,3,2
1117237,1278,3,2
1117238,1278,3,2
1117239,1278,3,2
1117240,1278,3,2
1117242,1278,3,2
1117243,1278,3,2
1117244,1278,3,2
1123614,1279,2,1
1123615,1279,2,1
1123616,1279,2,1
1123617,1279,2,1
1123618,1279,2,1
1123619,1279,2,1
1123620,1279,2,1
1123621,1279,2,1
1123622,1279,2,1
1123623,1279,2,1
1141242,1281,0,1
1141243,1281,0,2
1141244,1281,0,1
1141245,1281,0,1
1152560,1281,0,1
1152561,1281,0,1
1152562,1281,0,2
1153311,1281,0,1
1153312,1281,0,1
1153313,1281,0,1
1167113,1283,0,2
1167114,1283,0,2
1167346,1283,0,1
1167347,1283,0,1
1167348,1283,0,1
1167349,1283,0,1
1167352,1283,0,1
1167353,1283,0,1
1167355,1283,0,1
1167356,1283,0,1
1167357,1283,0,1
1167358,1283,0,1
1167361,1283,0,1
1167362,1283,0,1
1168160,1283,1,1
1168162,1283,1,1
1168163,1283,1,1
1168164,1283,1,1
1168168,1283,1,1
1168169,1283,1,1
1168234,1283,1,1
1168235,1283,1,1
1168236,1283,1,1
1168237,1283,1,1
1168238,1283,1,1
1168239,1283,1,1
1168240,1283,1,1
1175774,1283,6,1
1175775,1283,6,1
1175776,1283,6,1
1175777,1283,6,1
1175779,1283,6,1
1175780,1283,6,1
1180308,1284,0,1
1180309,1284,0,1
1180310,1284,0,1
1180311,1284,0,1
1180312,1284,0,1
1180313,1284,0,1
1180314,1284,0,1
1180315,1284,0,1
1180316,1284,0,1
1180318,1284,0,1
1180319,1284,0,1
1190675,1284,4,1
1190676,1284,4,1
1190677,1284,4,1
1190678,1284,4,1
1200419,1286,0,1
1200420,1286,0,2
1200421,1286,0,1
1200422,1286,0,1
1200423,1286,0,2
1200424,1286,0,1
1200425,1286,0,1
1200427,1286,0,1
1200428,1286,0,1
1200429,1286,0,1
1200430,1286,0,1
1200431,1286,0,1
1200432,1286,0,1
1200434,1286,0,1
1200435,1286,0,1
1200436,1286,0,1
1203824,1286,1,2
1203825,1286,1,1
1203826,1286,1,1
1203827,1286,1,1
1203828,1286,1,1
1203829,1286,1,1
1203830,1286,1,1
1203834,1286,1,1
1203835,1286,1,1
1203836,1286,1,1
1203840,1286,1,1
1203841,1286,1,1
1203854,1286,1,1
1203855,1286,1,1
1203856,1286,1,1
1203859,1286,1,1
1203860,1286,1,1
1203861,1286,1,1
1203862,1286,1,1
1203863,1286,1,1
1203864,1286,1,1
1203865,1286,1,2
1203866,1286,1,1
1203867,1286,1,1
1203868,1286,1,1
1203869,1286,1,1
1203870,1286,1,1
1203872,1286,1,1
1203873,1286,1,1
1218381,1287,0,1
1218386,1287,0,1
1218389,1287,0,1
1231166,1290,0,1
1231167,1290,0,2
1231168,1290,0,2
1231170,1290,0,1
1231172,1290,0,2
1231173,1290,0,2
1231174,1290,0,1
1231175,1290,0,2
1236843,1290,1,1
1236844,1290,1,1
1236845,1290,1,1
1236846,1290,1,1
1237114,1290,1,1
1237115,1290,1,1
1237116,1290,1,1
1241322,1290,2,0
1241334,1290,2,0
1241351,1290,2,0
1241353,1290,2,0
1241360,1290,2,0
1241368,1290,2,0
1241381,1290,2,0
1241382,1290,2,0
1241735,1290,2,0
1241736,1290,2,0
1241738,1290,2,0
1241748,1290,2,0
1241750,1290,2,0
1241751,1290,2,0
1241752,1290,2,0
1241758,1290,2,0
1241759,1290,2,0
1241760,1290,2,0
1241761,1290,2,0
1241766,1290,2,0
1255228,1291,3,2
1255235,1291,3,2
1255240,1291,3,2
1255255,1291,3,2
1260949,1291,3,1
1264559,1291,4,1
1264560,1291,4,1
1264561,1291,4,1
1265432,1291,5,1
1265439,1291,5,1
1265441,1291,5,1
1265447,1291,5,1
1265448,1291,5,1
1265449,1291,5,1
1265451,1291,5,1
1267468,1291,5,1
1267469,1291,5,1
1267470,1291,5,1
1267471,1291,5,1
1267472,1291,5,1
1267473,1291,5,2
1267474,1291,5,1
1270690,1292,2,1
1272874,1292,3,1
1272875,1292,3,1
1272876,1292,3,1
1272877,1292,3,0
1272878,1292,3,1
1273910,1292,4,1
1273911,1292,4,1
1273912,1292,4,1
1273913,1292,4,1
1273914,1292,4,1
1273915,1292,4,1
1273916,1292,4,1
1273917,1292,4,2
